Time,Price
0.0,100.0
0.002,100.39548404116326
0.004,100.68627758049898
0.006,98.98653167692964
0.008,97.94166323978826
0.01,97.72670477830815
0.012,97.30136662912722
0.014,97.52650042759826
0.016,97.606192199039
0.018000000000000002,96.89642526007503
0.02,96.92493663916301
0.022,98.08156117307026
0.024,96.92108943905505
0.026000000000000002,98.32071776519216
0.028,99.51884741005318
0.03,99.28428352245965
0.032,99.53677967244974
0.034,97.9364903045967
0.036000000000000004,97.79612188847145
0.038,97.82740212277967
0.04,97.74127470718854
0.042,97.41155245069066
0.044,97.33882026726226
0.046,98.12435579658646
0.048,97.37006927760073
0.05,95.63305605222733
0.052000000000000005,94.92325935374842
0.054,94.5835987967383
0.056,93.4185191383529
0.058,93.41042237918155
0.06,94.33765812808485
0.062,94.22810714430886
0.064,93.41506331529521
0.066,93.1326021732003
0.068,93.97472673766046
0.07,92.85914626999443
0.07200000000000001,91.98681046195556
0.074,92.09502582886682
0.076,91.01572467764709
0.078,91.23684191130783
0.08,92.97910206392733
0.082,92.87581523727259
0.084,93.82308392844428
0.08600000000000001,94.00508779144603
0.088,93.53236730098747
0.09,93.42213399804264
0.092,92.49201178510322
0.094,92.89917741366692
0.096,93.29613248349472
0.098,92.62927594262075
0.1,91.89259379091493
0.10200000000000001,92.41126761380671
0.10400000000000001,91.88432801497663
0.106,92.06249152188695
0.108,92.31979788359506
0.11,92.60701897629963
0.112,92.31783661513735
0.114,92.81651089587368
0.116,92.73579237539744
0.11800000000000001,93.59322775352663
0.12,94.81607176695168
0.122,96.08810708168689
0.124,96.89630715066346
0.126,99.10455751273012
0.128,99.43421614979532
0.13,99.11334029093304
0.132,99.68125088644304
0.134,100.08867221003558
0.136,100.21182756592296
0.138,98.77504281332072
0.14,98.66779442850836
0.14200000000000002,100.30052584432481
0.14400000000000002,100.39916201546541
0.146,100.43204012586355
0.148,100.35091263327219
0.15,99.93425829678971
0.152,100.07004954601811
0.154,99.93287341580054
0.156,101.61589015352337
0.158,102.62803193580412
0.16,103.51495378004986
0.162,103.344300325984
0.164,103.80552833581426
0.166,104.23013603787004
0.168,103.66922608119842
0.17,103.4430767921272
0.17200000000000001,103.48968753061446
0.17400000000000002,103.47140832771001
0.176,104.19350612668255
0.178,103.16829856189784
0.18,102.37005315389446
0.182,102.91916891768207
0.184,102.27997356552301
0.186,100.88635643504843
0.188,100.0805559586281
0.19,99.85050540128195
0.192,100.4941415294561
0.194,100.66304320053175
0.196,100.22304285324459
0.198,99.31238593075231
0.2,99.24706350830787
0.202,99.64290047257956
0.20400000000000001,98.69530999796805
0.20600000000000002,98.48205829768527
0.20800000000000002,100.17017938218356
0.21,99.41255495942939
0.212,99.16516055924275
0.214,99.90132171271016
0.216,101.29403931973667
0.218,101.43355397293523
0.22,102.5024434384524
0.222,102.1810961145458
0.224,101.03424422375348
0.226,100.87933629044863
0.228,100.19007935428509
0.23,101.8683451701165
0.232,101.98823865089138
0.234,101.4912660261332
0.23600000000000002,100.470444643581
0.23800000000000002,100.51770472804205
0.24,101.63616927415772
0.242,101.02443898223478
0.244,101.89489358705055
0.246,101.30483595165094
0.248,101.69474865441053
0.25,101.70253574723014
0.252,101.22363994599293
0.254,101.20268902581213
0.256,100.42982948224866
0.258,99.43103015498
0.26,98.96536730415443
0.262,98.3049553417004
0.264,97.54901872033034
0.266,98.1491562439621
0.268,97.65484580192899
0.27,97.40418626235936
0.272,97.86659916071726
0.274,98.83458330238449
0.276,98.40457567039769
0.278,97.13381893152871
0.28,97.2269310095633
0.28200000000000003,97.42267840102224
0.28400000000000003,96.65777563952587
